,Ticker,Name,Last Sale,Net Change,Percent Change,Market Cap
276,D,"Dominion Energy, Inc. Common Stock",$54.83,0.45,0.828%,"46,717,926,612"
277,HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),$10.33,0.18,1.773%,"46,661,005,567"
278,VST,Vistra Corp. Common Stock,$137.30,7.67,5.917%,"46,539,708,047"
279,FAST,Fastenal Company Common Stock,$80.71,-0.26,-0.321%,"46,296,921,693"
280,CCI,Crown Castle Inc. Common Stock,$106.30,0.54,0.511%,"46,286,343,895"
281,KDP,Keurig Dr Pepper Inc. Common Stock,$34.04,-0.55,-1.59%,"46,232,381,469"
282,RBLX,Roblox Corporation Class A Common Stock,$69.00,1.95,2.908%,"46,043,698,965"
283,NXPI,NXP Semiconductors N.V. Common Stock,$181.84,-2.47,-1.34%,"45,938,002,444"
284,DFS,Discover Financial Services Common Stock,$182.55,-0.12,-0.066%,"45,930,333,749"
285,SLB,Schlumberger N.V. Common Stock,$33.74,0.49,1.474%,"45,891,854,206"
286,KVUE,Kenvue Inc. Common Stock,$23.96,0.36,1.525%,"45,793,327,651"
287,ROST,"Ross Stores, Inc. Common Stock",$138.93,-0.07,-0.05%,"45,683,166,688"
288,GM,General Motors Company Common Stock,$45.05,-0.19,-0.42%,"44,824,835,190"
289,SU,Suncor Energy Inc. Common Stock,$35.70,0.41,1.162%,"44,422,638,156"
290,EW,Edwards Lifesciences Corporation Common Stock,$75.18,-0.31,-0.411%,"44,198,322,000"
291,TGT,Target Corporation Common Stock,$95.97,-0.73,-0.755%,"43,721,673,250"
292,NDAQ,"Nasdaq, Inc. Common Stock",$76.14,-0.07,-0.092%,"43,713,620,147"
293,TEL,TE Connectivity plc Ordinary Shares,$146.36,-0.02,-0.014%,"43,402,547,643"
294,KMB,Kimberly-Clark Corporation Common Stock,$129.87,-1.91,-1.449%,"43,092,948,465"
295,MPC,Marathon Petroleum Corporation Common Stock,$137.72,0.31,0.226%,"43,047,943,721"
296,FLUT,Flutter Entertainment plc Ordinary Shares,$242.11,1.12,0.465%,"42,898,716,243"
297,CTVA,"Corteva, Inc. Common Stock",$62.02,0.03,0.048%,"42,518,183,120"
298,CPNG,"Coupang, Inc. Class A Common Stock",$23.47,0.10,0.428%,"42,374,791,813"
299,MSCI,MSCI Inc. Common Stock,$546.07,0.96,0.176%,"42,250,252,275"
300,PSX,Phillips 66 Common Stock,$103.46,-0.60,-0.577%,"42,168,421,926"
301,URI,"United Rentals, Inc. Common Stock",$640.60,9.15,1.449%,"41,638,381,821"
302,TTWO,"Take-Two Interactive Software, Inc. Common Stock",$235.17,1.85,0.793%,"41,506,495,180"
303,YUM,"Yum! Brands, Inc.",$148.60,-1.84,-1.223%,"41,474,547,690"
304,VRSK,"Verisk Analytics, Inc. Common Stock",$294.51,-1.92,-0.648%,"41,312,733,354"
305,HOOD,"Robinhood Markets, Inc. Class A Common Stock",$46.62,-2.49,-5.07%,"41,280,175,037"
306,CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,$89.54,-1.20,-1.322%,"41,215,622,040"
307,FIS,"Fidelity National Information Services, Inc. Common Stock",$77.71,-1.17,-1.483%,"41,162,333,148"
308,LHX,"L3Harris Technologies, Inc. Common Stock",$219.91,-0.11,-0.05%,"41,111,214,813"
309,XEL,Xcel Energy Inc. Common Stock,$70.40,-0.30,-0.424%,"40,603,947,155"
310,CMI,Cummins Inc. Common Stock,$294.88,1.04,0.354%,"40,540,445,640"
311,F,Ford Motor Company Common Stock,$10.18,0.17,1.698%,"40,347,897,627"
312,VALE,VALE S.A. American Depositary Shares Each Representing one common share,$9.24,-0.07,-0.752%,"39,443,515,992"
313,PEG,Public Service Enterprise Group Incorporated Common Stock,$78.66,-1.27,-1.589%,"39,216,844,994"
314,ARGX,argenx SE American Depositary Shares,$639.90,-5.24,-0.812%,"39,028,049,394"
315,ED,"Consolidated Edison, Inc. Common Stock",$112.56,-0.19,-0.169%,"39,025,862,086"
316,FANG,"Diamondback Energy, Inc. Common Stock",$134.83,2.82,2.136%,"39,025,316,277"
317,ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),$2.49,-0.04,-1.581%,"38,984,832,470"
318,TCOM,Trip.com Group Limited American Depositary Shares,$59.38,0.39,0.661%,"38,791,215,175"
319,AME,"AMETEK, Inc.",$167.26,-2.32,-1.368%,"38,580,088,233"
320,DHI,"D.R. Horton, Inc. Common Stock",$125.55,-0.79,-0.625%,"38,566,611,462"
321,GLW,Corning Incorporated Common Stock,$44.78,0.40,0.901%,"38,356,935,965"
322,IDXX,"IDEXX Laboratories, Inc. Common Stock",$471.38,38.73,8.952%,"38,336,502,472"
323,BSBR,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",$5.13,-0.13,-2.471%,"38,267,891,266"
324,OTIS,Otis Worldwide Corporation Common Stock,$96.39,0.12,0.125%,"38,042,876,799"
325,OXY,Occidental Petroleum Corporation Common Stock,$40.44,1.03,2.614%,"37,952,979,025"
326,EA,Electronic Arts Inc. Common Stock,$145.10,0.01,0.007%,"37,815,612,889"
327,NET,"Cloudflare, Inc. Class A Common Stock",$122.61,1.83,1.515%,"37,803,229,227"
328,VEEV,Veeva Systems Inc. Class A Common Stock,$232.07,-1.62,-0.693%,"37,756,870,003"
329,TEAM,Atlassian Corporation Class A Common Stock,$229.07,0.76,0.333%,"37,565,706,311"
330,HBANL,"Huntington Bancshares Incorporated Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock",$25.61,0.34,1.345%,"37,308,945,614"
331,CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,$75.23,1.66,2.256%,"37,209,925,118"
332,CBRE,CBRE Group Inc Common Stock Class A,$123.52,1.34,1.097%,"36,821,911,443"
333,WPM,Wheaton Precious Metals Corp Common Shares (Canada),$81.11,-2.41,-2.886%,"36,797,765,722"
334,DDOG,"Datadog, Inc. Class A Common Stock",$106.32,4.16,4.072%,"36,442,670,181"
335,XYZ,"Block, Inc. Class A Common Stock,",$58.48,0.01,0.017%,"36,227,190,400"
336,VLO,Valero Energy Corporation Common Stock,$114.88,-1.21,-1.042%,"35,981,119,180"
337,GRMN,Garmin Ltd. Common Stock (Switzerland),$186.78,-0.09,-0.048%,"35,937,177,095"
338,ETR,Entergy Corporation Common Stock,$83.37,0.20,0.24%,"35,883,496,795"
339,BKR,Baker Hughes Company Class A Common Stock,$36.19,0.79,2.232%,"35,855,241,595"
340,HEI,Heico Corporation Common Stock,$257.19,6.43,2.564%,"35,735,842,199"
341,FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,$102.15,-3.16,-3.001%,"35,507,594,864"
342,FER,Ferrovial SE Ordinary Shares,$49.19,-0.46,-0.926%,"35,425,953,865"
343,TRGP,"Targa Resources, Inc. Common Stock",$162.34,-8.56,-5.009%,"35,407,452,230"
344,VRT,"Vertiv Holdings, LLC Class A Common Stock",$92.55,7.17,8.398%,"35,271,284,224"
345,CAH,"Cardinal Health, Inc. Common Stock",$145.53,4.24,3.001%,"35,155,390,021"
346,ZS,"Zscaler, Inc. Common Stock",$227.06,0.89,0.394%,"35,131,836,248"
347,VMC,Vulcan Materials Company (Holding Company) Common Stock,$263.63,1.30,0.496%,"34,828,069,666"
348,RMD,ResMed Inc. Common Stock,$236.49,-0.10,-0.042%,"34,686,555,640"
349,IMO,Imperial Oil Limited Common Stock,$68.07,0.69,1.024%,"34,650,693,150"
350,HIG,"The Hartford Insurance Group, Inc. Common Stock",$121.84,-0.83,-0.677%,"34,615,107,814"
351,WEC,"WEC Energy Group, Inc. Common Stock",$108.79,-0.73,-0.667%,"34,568,253,461"
352,SYY,Sysco Corporation Common Stock,$70.15,-1.25,-1.751%,"34,319,459,527"
353,FERG,Ferguson Enterprises Inc. Common Stock,$169.70,0.04,0.024%,"34,177,419,973"
354,SLF,Sun Life Financial Inc. Common Stock,$59.12,-0.43,-0.722%,"33,867,339,420"
355,HSY,The Hershey Company Common Stock,$167.13,-0.06,-0.036%,"33,828,889,428"
356,KHC,The Kraft Heinz Company Common Stock,$28.50,-0.60,-2.062%,"33,730,949,879"
357,HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,$23.1187,0.3487,1.531%,"33,679,590,822"
358,ACGL,Arch Capital Group Ltd. Common Stock,$89.67,-1.01,-1.114%,"33,658,283,352"
359,VICI,VICI Properties Inc. Common Stock,$31.51,-0.51,-1.593%,"33,285,246,333"
360,STZ,"Constellation Brands, Inc. Common Stock",$185.44,-2.10,-1.12%,"33,012,064,961"
361,TW,Tradeweb Markets Inc. Class A Common Stock,$138.07,-0.23,-0.166%,"32,608,087,583"
362,HUBS,"HubSpot, Inc. Common Stock",$624.05,12.55,2.052%,"32,546,127,702"
363,EFX,"Equifax, Inc. Common Stock",$260.61,0.48,0.185%,"32,367,512,075"
364,IT,"Gartner, Inc. Common Stock",$419.60,-1.48,-0.351%,"32,232,912,944"
365,GOLD,Barrick Gold Corporation Common Stock (BC),$18.37,-0.67,-3.519%,"32,197,730,561"
366,ODFL,"Old Dominion Freight Line, Inc. Common Stock",$150.56,-2.72,-1.775%,"32,000,787,094"
367,WAB,Westinghouse Air Brake Technologies Corporation Common Stock,$186.92,2.18,1.18%,"31,986,933,604"
368,FNV,Franco-Nevada Corporation,$165.69,-6.09,-3.545%,"31,911,894,000"
369,MLM,"Martin Marietta Materials, Inc. Common Stock",$522.88,-1.10,-0.21%,"31,882,161,460"
370,DD,"DuPont de Nemours, Inc. Common Stock",$66.05,0.06,0.091%,"31,567,410,185"
371,EBAY,eBay Inc. Common Stock,$67.67,-0.49,-0.719%,"31,534,220,000"
372,EXR,Extra Space Storage Inc Common Stock,$148.28,1.76,1.201%,"31,435,082,568"
373,CSGP,"CoStar Group, Inc. Common Stock",$76.58,2.41,3.249%,"31,407,419,214"
374,BRO,"Brown & Brown, Inc. Common Stock",$109.02,-1.58,-1.429%,"31,245,956,954"
375,CHT,"Chunghwa Telecom Co., Ltd.",$40.27,-0.17,-0.42%,"31,239,237,257"
376,LULU,lululemon athletica inc. Common Stock,$268.60,-2.17,-0.801%,"31,029,002,647"
377,GEHC,GE HealthCare Technologies Inc. Common Stock,$67.67,-2.66,-3.782%,"30,945,376,638"
378,HUM,Humana Inc. Common Stock,$256.04,-6.20,-2.364%,"30,889,878,461"
379,IR,Ingersoll Rand Inc. Common Stock,$76.21,0.78,1.034%,"30,718,974,330"
380,LYV,"Live Nation Entertainment, Inc. Common Stock",$131.34,-1.11,-0.838%,"30,654,907,829"
381,GIS,"General Mills, Inc. Common Stock",$55.58,-1.16,-2.044%,"30,435,637,680"
382,WTW,Willis Towers Watson Public Limited Company Ordinary Shares,$306.36,-1.44,-0.468%,"30,375,529,971"
383,A,"Agilent Technologies, Inc. Common Stock",$106.46,-1.14,-1.059%,"30,352,035,252"
384,BIDU,"Baidu, Inc. ADS",$87.91,0.09,0.102%,"30,220,899,467"
385,EQT,EQT Corporation Common Stock,$50.36,0.92,1.861%,"30,146,805,360"
386,TPL,Texas Pacific Land Corporation Common Stock,"$1,306.13",17.26,1.339%,"30,021,134,212"
387,WIT,Wipro Limited Common Stock,$2.86,UNCH,--,"29,887,790,767"
388,AVB,"AvalonBay Communities, Inc. Common Stock",$209.00,-0.98,-0.467%,"29,731,248,602"
389,CNC,Centene Corporation Common Stock,$59.41,-0.44,-0.735%,"29,562,594,230"
390,QSR,Restaurant Brands International Inc. Common Shares,$65.25,0.85,1.32%,"29,494,515,236"
391,XYL,Xylem Inc. Common Stock New,$120.75,0.18,0.149%,"29,384,634,578"
392,TEF,Telefonica SA Common Stock,$5.15,0.04,0.783%,"29,201,332,003"
393,MPWR,"Monolithic Power Systems, Inc. Common Stock",$601.63,8.53,1.438%,"28,797,621,580"
394,VTR,"Ventas, Inc. Common Stock",$65.54,-4.54,-6.478%,"28,650,154,289"
395,K,Kellanova Common Stock,$82.80,0.03,0.036%,"28,583,878,424"
396,AWK,"American Water Works Company, Inc. Common Stock",$146.43,-0.58,-0.395%,"28,546,135,043"
397,LEN,Lennar Corporation Class A Common Stock,$108.19,-0.42,-0.387%,"28,539,892,226"
398,CQP,"Cheniere Energy Partners, LP Common Units",$58.53,-0.25,-0.425%,"28,331,336,639"
399,RJF,"Raymond James Financial, Inc. Common Stock",$137.71,0.67,0.489%,"28,218,160,782"
400,ROK,"Rockwell Automation, Inc. Common Stock",$249.18,1.50,0.606%,"28,175,517,183"
401,DTE,DTE Energy Company Common Stock,$135.84,-1.16,-0.847%,"28,151,806,258"
402,MTB,M&T Bank Corporation Common Stock,$170.86,1.10,0.648%,"28,078,013,950"
403,NTR,Nutrien Ltd. Common Shares,$56.74,-0.31,-0.543%,"28,072,521,031"
404,PUK,Prudential Public Limited Company Common Stock,$21.21,-0.04,-0.188%,"28,047,611,164"
405,ANSS,"ANSYS, Inc. Common Stock",$319.73,-2.15,-0.668%,"28,024,903,939"
406,NOK,Nokia Corporation Sponsored American Depositary Shares,$4.99,UNCH,--,"27,973,193,222"
407,TKO,"TKO Group Holdings, Inc. Class A Common Stock",$163.16,0.25,0.153%,"27,928,212,880"
408,ERIC,Ericsson American Depositary Shares,$8.23,-0.01,-0.121%,"27,556,111,779"
409,OWL,Blue Owl Capital Inc. Class A Common Stock,$17.91,-0.62,-3.346%,"27,542,609,197"
410,DXCM,"DexCom, Inc. Common Stock",$70.26,-1.12,-1.569%,"27,455,641,985"
411,ONC,"BeiGene, Ltd. American Depositary Shares",$255.64,-4.17,-1.605%,"27,282,052,395"
412,STLA,Stellantis N.V. Common Shares,$9.46,0.18,1.94%,"27,249,456,959"
413,GDDY,GoDaddy Inc. Class A Common Stock,$192.36,4.03,2.14%,"27,191,222,078"
414,ROL,"Rollins, Inc. Common Stock",$56.07,-1.06,-1.855%,"27,174,126,788"
415,DAL,"Delta Air Lines, Inc. Common Stock",$41.50,-0.13,-0.312%,"27,097,639,514"
416,ECCF,Eagle Point Credit Company Inc. 8.00% Series F Term Preferred Stock due 2029,$24.8335,0.0835,0.337%,"27,035,556,674"
417,WRB,W.R. Berkley Corporation Common Stock,$71.18,-0.51,-0.711%,"26,993,310,666"
418,IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,$91.85,2.18,2.431%,"26,980,102,124"
419,EQR,Equity Residential Common Shares of Beneficial Interest,$70.62,0.36,0.512%,"26,814,782,990"
420,TSCO,Tractor Supply Company Common Stock,$50.35,-0.27,-0.533%,"26,763,457,610"
421,BR,"Broadridge Financial Solutions, Inc. Common Stock",$228.01,-14.39,-5.936%,"26,681,430,823"
422,PPL,PPL Corporation Common Stock,$36.08,-0.42,-1.151%,"26,618,462,413"
423,IQV,"IQVIA Holdings, Inc. Common Stock",$151.10,-3.97,-2.56%,"26,608,710,000"
424,RYAAY,Ryanair Holdings plc American Depositary Shares,$48.25,0.39,0.815%,"26,513,245,594"
425,AEE,Ameren Corporation Common Stock,$98.09,-1.15,-1.159%,"26,475,104,259"
426,TTD,"The Trade Desk, Inc. Class A Common Stock",$53.06,-0.57,-1.063%,"26,322,458,834"
427,VRSN,"VeriSign, Inc. Common Stock",$279.70,-2.42,-0.858%,"26,263,830,000"
428,HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,$17.88,0.25,1.418%,"26,047,791,783"
429,LVS,Las Vegas Sands Corp. Common Stock,$36.81,0.14,0.382%,"26,010,960,336"
430,LI,Li Auto Inc. American Depositary Shares,$24.55,0.16,0.656%,"25,980,312,362"
431,SBAC,SBA Communications Corporation Class A Common Stock,$240.74,-2.66,-1.093%,"25,907,293,118"
432,MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,$47.695,0.235,0.495%,"25,651,275,726"
433,STT,State Street Corporation Common Stock,$88.73,0.63,0.715%,"25,595,862,888"
434,RKT,"Rocket Companies, Inc. Class A Common Stock",$12.78,-0.13,-1.007%,"25,511,261,195"
435,ATO,Atmos Energy Corporation Common Stock,$160.18,-0.45,-0.28%,"25,425,082,595"
436,CCL,Carnival Corporation Common Stock,$18.63,0.29,1.581%,"25,241,090,741"
437,CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",$38.60,-0.18,-0.464%,"25,195,316,163"
438,KEYS,Keysight Technologies Inc. Common Stock,$145.54,0.14,0.096%,"25,150,842,208"
439,CBOE,"Cboe Global Markets, Inc. Common Stock",$221.21,-0.59,-0.266%,"24,735,425,688"
440,MCHP,Microchip Technology Incorporated Common Stock,$45.98,-0.10,-0.217%,"24,728,916,195"
441,PPG,"PPG Industries, Inc. Common Stock",$108.77,-0.09,-0.083%,"24,685,738,612"
442,FE,FirstEnergy Corp. Common Stock,$42.75,-0.13,-0.303%,"24,653,814,919"
443,EXE,Expand Energy Corporation Common Stock,$103.43,-0.47,-0.452%,"24,614,213,376"
444,BNTX,BioNTech SE American Depositary Share,$102.43,-1.72,-1.651%,"24,580,209,454"
445,BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),$2.30,UNCH,--,"24,476,991,524"
446,WDS,"Woodside Energy Group Limited American Depositary Shares, each representing one Ordinary Share",$12.88,-0.07,-0.541%,"24,455,897,050"
447,FTS,Fortis Inc. Common Shares,$48.98,-0.53,-1.07%,"24,455,768,123"
448,VOD,Vodafone Group Plc American Depositary Shares,$9.73,-0.03,-0.307%,"24,291,404,830"
449,FCNCA,"First Citizens BancShares, Inc. Class A Common Stock","$1,781.47",2.33,0.131%,"24,187,459,995"
450,LPLA,LPL Financial Holdings Inc. Common Stock,$324.03,4.24,1.326%,"24,164,399,861"
451,FITB,Fifth Third Bancorp Common Stock,$36.09,0.15,0.417%,"24,022,165,024"
452,HPQ,HP Inc. Common Stock,$25.39,-0.18,-0.704%,"23,935,229,906"
453,BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),$20.53,0.23,1.133%,"23,891,461,504"
454,GIB,CGI Inc. Common Stock,$104.37,-1.69,-1.593%,"23,794,185,034"
455,STRF,MicroStrategy Incorporated 10.00% Series A Perpetual Strife Preferred Stock,$92.15,0.50,0.546%,"23,714,973,623"
456,BNH,"Brookfield Finance Inc. 4.625% Subordinated Notes due October 16, 2080",$15.64,0.12,0.773%,"23,581,944,517"
457,ZM,"Zoom Communications, Inc. Class A Common Stock",$77.25,-0.29,-0.374%,"23,579,315,144"
458,DRI,"Darden Restaurants, Inc. Common Stock",$199.86,-0.78,-0.389%,"23,388,865,526"
459,VLTO,Veralto Corp Common Stock,$94.21,-1.69,-1.762%,"23,321,746,171"
460,MKL,Markel Group Inc. Common Stock,"$1,824.53",5.93,0.326%,"23,299,253,574"
461,DOV,Dover Corporation Common Stock,$169.81,-0.84,-0.492%,"23,281,692,560"
462,TYL,"Tyler Technologies, Inc. Common Stock",$539.60,-3.70,-0.681%,"23,269,465,422"
463,CHKP,Check Point Software Technologies Ltd. Ordinary Shares,$214.03,-5.53,-2.519%,"23,194,114,978"
464,PHG,Koninklijke Philips N.V. NY Registry Shares,$24.98,-0.37,-1.46%,"23,106,726,669"
465,IP,International Paper Company Common Stock,$43.89,-1.79,-3.919%,"23,091,653,198"
466,CUK,Carnival Plc ADS ADS,$17.02,0.40,2.407%,"23,059,761,912"
467,STRK,MicroStrategy Incorporated 8.00% Series A Perpetual Strike Preferred Stock,$89.50,UNCH,--,"23,032,991,202"
468,KB,KB Financial Group Inc,$61.50,-1.48,-2.35%,"22,976,444,219"
469,AGNCN,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock",$25.50,0.10,0.394%,"22,960,741,008"
470,TU,Telus Corporation Ordinary Shares,$15.23,-0.15,-0.975%,"22,905,920,000"
471,BNJ,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,$15.15,-0.03,-0.198%,"22,843,124,005"
472,MT,Arcelor Mittal NY Registry Shares NEW,$29.70,0.01,0.034%,"22,825,834,673"
473,ADM,Archer-Daniels-Midland Company Common Stock,$47.58,-0.17,-0.356%,"22,824,462,438"
474,IX,ORIX Corporation American Depositary Shares,$20.08,0.02,0.10%,"22,814,251,231"
475,IOT,Samsara Inc. Class A Common Stock,$40.05,0.39,0.983%,"22,801,279,257"
476,FTV,Fortive Corporation Common Stock,$66.78,-2.91,-4.176%,"22,724,574,948"
477,CHD,"Church & Dwight Company, Inc. Common Stock",$92.38,-6.96,-7.006%,"22,722,697,607"
478,CPAY,"Corpay, Inc. Common Stock",$322.65,-2.72,-0.836%,"22,666,137,656"
479,NRG,"NRG Energy, Inc. Common Stock",$114.14,4.56,4.161%,"22,607,547,265"
480,AGNCO,"AGNC Investment Corp. Depositary Shares, each representing a 1/1,000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",$25.05,UNCH,--,"22,555,551,461"
481,AGNCL,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",$25.00,0.17,0.685%,"22,510,530,400"
482,AGNCP,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",$24.92,0.21,0.85%,"22,438,496,703"
483,FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,$89.92,1.25,1.41%,"22,413,630,947"
484,PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),$38.55,0.35,0.916%,"22,367,249,700"
485,FOXA,Fox Corporation Class A Common Stock,$49.22,-0.57,-1.145%,"22,317,719,171"
486,AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,$24.70,0.26,1.064%,"22,240,404,035"
487,EXEEL,Expand Energy Corporation Class C Warrants,$93.0101,UNCH,--,"22,134,491,419"
488,MTD,"Mettler-Toledo International, Inc. Common Stock","$1,056.58",-13.99,-1.307%,"22,099,912,250"
489,SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",$20.10,0.05,0.249%,"22,045,724,160"
490,CINF,Cincinnati Financial Corporation Common Stock,$139.84,0.63,0.453%,"21,857,496,822"
491,TDY,Teledyne Technologies Incorporated Common Stock,$466.26,0.23,0.049%,"21,848,638,666"
492,STE,STERIS plc (Ireland) Ordinary Shares,$222.24,-2.50,-1.112%,"21,835,255,347"
493,CMS,CMS Energy Corporation Common Stock,$72.97,-0.68,-0.923%,"21,827,059,673"
494,CVE,Cenovus Energy Inc Common Stock,$11.97,0.20,1.699%,"21,826,703,143"
495,ES,Eversource Energy (D/B/A) Common Stock,$59.08,-0.40,-0.672%,"21,669,659,572"
496,TSN,"Tyson Foods, Inc. Common Stock",$60.61,-0.63,-1.029%,"21,588,940,948"
497,DOW,Dow Inc. Common Stock,$30.53,-0.06,-0.196%,"21,580,488,861"
498,HPE,Hewlett Packard Enterprise Company Common Stock,$16.41,0.19,1.171%,"21,555,818,984"
499,CDW,CDW Corporation Common Stock,$162.40,1.84,1.146%,"21,516,745,135"
500,INVH,Invitation Homes Inc. Common Stock,$35.11,0.92,2.691%,"21,511,531,575"
501,RDDT,"Reddit, Inc. Class A Common Stock",$118.79,2.22,1.904%,"21,489,627,618"
502,HBAN,Huntington Bancshares Incorporated Common Stock,$14.62,0.09,0.619%,"21,298,585,899"
503,EL,"Estee Lauder Companies, Inc. (The) Common Stock",$58.89,-1.07,-1.785%,"21,183,642,556"
504,VG,"Venture Global, Inc. Class A common stock",$8.70,0.31,3.695%,"21,050,014,104"
505,NVR,"NVR, Inc. Common Stock","$7,034.89",-90.86,-1.275%,"21,037,493,835"
506,EIX,Edison International Common Stock,$54.56,1.05,1.962%,"20,992,705,399"
507,CRWV,"CoreWeave, Inc. Class A Common Stock",$44.32,3.02,7.312%,"20,984,674,862"
508,FOX,Fox Corporation Class B Common Stock,$45.87,-0.37,-0.80%,"20,798,735,846"
509,TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",$13.37,-0.05,-0.373%,"20,708,853,218"
510,WBD,"Warner Bros. Discovery, Inc. Series A Common Stock",$8.43,-0.24,-2.768%,"20,693,663,361"
